brand,model,variant,year,fuel_type,transmission,owner_count,km_driven,mileage,engine_capacity,cylinders,seating_capacity,safety_rating,city,health_score,maintenance_cost,ex_showroom_price,selling_price
Mahindra,Thar,Crysta,2014,Diesel,Manual,1,168492,16.3,2184,4,7,5,Pune,83,Medium,4.6,4.0
Maruti Suzuki,Ertiga,VXI,2020,Electric,Manual,2,81823,15.7,0,0,7,4,Mumbai,85,Low,3.89,3.38
Tesla,Model 3,ZXI,2013,Electric,Automatic,1,172733,382.1,0,0,5,5,Ahmedabad,80,Medium,20.0,17.39
Tata,Harrier,Luxury Line,2017,Electric,Manual,1,105820,15.8,0,0,5,5,Bangalore,79,Medium,8.03,6.98
Mahindra,XUV300,Luxury Line,2023,Electric,Manual,1,30979,16.5,0,0,7,5,Chennai,69,Medium,9.6,8.35
Maruti Suzuki,Dzire,Sport,2015,Diesel,Automatic,1,143625,18.4,1498,3,5,3,Pune,66,Low,2.1,1.83
Mercedes-Benz,S-Class,Crysta,2024,Diesel,Automatic,1,21110,13.6,1998,4,5,5,Kolkata,71,High,115.91,100.79
Mercedes-Benz,GLE,Crysta,2024,Petrol,Automatic,1,30350,13.8,1998,4,7,4,Mumbai,91,High,99.77,86.76
Honda,Civic,Crysta,2019,Electric,Automatic,1,89737,19.9,0,0,5,4,Ahmedabad,71,Medium,5.65,4.91
Mahindra,Bolero,Legender,2015,Petrol,Manual,1,143043,20.5,1498,3,7,5,Chennai,71,Medium,3.75,3.26
Tesla,Model 3,VXI,2020,Electric,Automatic,1,87043,351.4,0,0,7,4,Chennai,76,Medium,41.28,35.9
Mahindra,Bolero,ZXI,2020,CNG,Manual,2,71726,24.1,998,3,5,5,Ahmedabad,80,Medium,5.37,4.67
BMW,X5,Crysta,2022,Petrol,Automatic,2,49988,9.6,2993,6,7,5,Bangalore,84,High,64.86,56.4
Toyota,Innova,Crysta,2020,Petrol,Manual,1,87489,17.7,2694,6,7,5,Hyderabad,65,Medium,12.98,11.29
Toyota,Glanza,Crysta,2024,Diesel,Automatic,1,26565,16.7,1197,3,7,5,Bangalore,77,Medium,17.22,14.97
Tesla,Model Y,Performance,2023,Electric,Automatic,2,41650,401.8,0,0,5,5,Ahmedabad,84,Medium,95.25,82.83
Tata,Altroz,Sport,2025,Petrol,Automatic,1,13072,15.8,998,3,7,4,Mumbai,98,Medium,10.78,9.37
Honda,Civic,Luxury Line,2013,CNG,Manual,1,156094,25.2,998,3,5,3,Kolkata,84,Medium,2.39,2.08
Toyota,Camry,Legender,2021,CNG,Automatic,1,45516,27.8,1197,3,5,5,Delhi,83,Medium,23.03,20.03
BMW,7 Series,Sport,2012,CNG,Automatic,3,178334,11.9,1998,4,7,5,Kolkata,82,High,23.55,20.48
Tata,Nexon,Sport,2019,Electric,Automatic,2,99242,21.4,0,0,7,4,Mumbai,97,Medium,6.21,5.4
Hyundai,Tucson,LXI,2012,Electric,Automatic,2,167454,22.5,0,0,5,2,Delhi,87,Low,2.22,1.93
Hyundai,i20,Legender,2024,Diesel,Automatic,3,24667,23.3,1197,3,5,4,Chennai,87,Low,6.5,5.65
Maruti Suzuki,Swift,Legender,2020,Electric,Automatic,1,63554,18.3,0,0,5,2,Kolkata,67,Low,3.71,3.23
Tata,Tiago,Crysta,2012,Petrol,Manual,1,191545,19.5,1497,3,5,4,Delhi,77,Medium,1.43,1.24
Toyota,Corolla Altis,LXI,2025,Electric,Automatic,1,18909,23.8,0,0,5,5,Ahmedabad,74,Medium,17.42,15.15
Maruti Suzuki,Swift,LXI,2012,CNG,Automatic,1,149738,30.3,1498,3,5,4,Chennai,95,Low,1.75,1.52
Tesla,Model S,Luxury Line,2018,Electric,Automatic,1,115308,382.0,0,0,5,5,Ahmedabad,70,Medium,54.69,47.56
Mercedes-Benz,S-Class,Luxury Line,2016,Diesel,Automatic,1,153274,11.8,1998,4,7,5,Delhi,65,High,49.29,42.86
Mahindra,Scorpio,VXI,2024,Diesel,Automatic,3,19575,17.2,2184,4,7,5,Mumbai,97,Medium,18.71,16.27
Toyota,Fortuner,Legender,2022,Electric,Automatic,1,45872,23.4,0,0,7,5,Mumbai,91,Medium,36.37,31.63
Hyundai,Creta,Luxury Line,2020,Diesel,Automatic,1,75217,23.8,1497,3,5,3,Delhi,72,Low,4.42,3.84
Mahindra,Bolero,Legender,2023,Petrol,Automatic,1,39439,16.8,998,3,7,5,Kolkata,98,Medium,10.87,9.45
Mercedes-Benz,C-Class,Crysta,2024,Diesel,Automatic,2,19503,11.5,1984,4,5,5,Kolkata,87,High,49.05,42.65
Mahindra,Scorpio,ZXI,2014,Diesel,Automatic,1,137495,22.0,1997,4,7,5,Chennai,90,Medium,7.33,6.37
Tata,Punch,Legender,2018,Petrol,Automatic,2,86455,18.9,1197,3,7,5,Bangalore,84,Medium,4.69,4.08
Honda,Jazz,Sport,2022,Petrol,Manual,2,49977,22.5,1197,3,7,4,Bangalore,95,Medium,7.47,6.5
BMW,3 Series,VXI,2019,Diesel,Automatic,2,84101,14.2,1984,4,5,4,Pune,93,High,28.07,24.41
Toyota,Innova,Legender,2012,Petrol,Manual,1,192155,18.1,2755,6,7,5,Bangalore,87,Medium,7.19,6.25
Mercedes-Benz,GLA,Legender,2013,CNG,Automatic,1,186406,11.1,2993,6,7,5,Pune,88,High,14.51,12.62
Tata,Nexon,Luxury Line,2013,CNG,Automatic,1,136955,24.2,998,3,5,4,Ahmedabad,88,Medium,2.55,2.22
Maruti Suzuki,Breza,Crysta,2016,Petrol,Automatic,1,143863,17.0,1498,3,7,2,Pune,66,Low,2.12,1.84
Mercedes-Benz,E-Class,VXI,2014,Diesel,Automatic,1,125907,9.5,1984,4,5,5,Hyderabad,86,High,38.61,33.57
BMW,X5,Crysta,2022,Electric,Automatic,1,46097,480.4,0,0,7,5,Bangalore,87,High,82.44,71.69
Maruti Suzuki,Breza,Legender,2025,CNG,Manual,1,10105,29.8,1497,3,5,2,Kolkata,95,Low,5.24,4.56
BMW,X1,VXI,2025,Petrol,Automatic,2,6732,11.7,1984,4,7,5,Chennai,77,High,43.19,37.56
BMW,3 Series,Crysta,2018,Diesel,Automatic,1,92361,13.8,2998,6,7,4,Chennai,73,High,24.28,21.11
Hyundai,Alcazar,Performance,2016,Diesel,Automatic,2,140000,16.3,1197,3,7,2,Delhi,93,Low,3.16,2.75
BMW,X1,Legender,2022,CNG,Automatic,1,59385,9.6,1984,4,7,5,Pune,76,High,29.32,25.5
Toyota,Corolla Altis,Performance,2023,Electric,Automatic,1,34564,20.4,0,0,7,5,Mumbai,85,Medium,17.43,15.16
Maruti Suzuki,Alto,Luxury Line,2015,CNG,Automatic,1,127436,26.4,1498,3,5,4,Bangalore,90,Low,1.68,1.46
Hyundai,Tucson,Sport,2021,Electric,Automatic,2,63740,20.6,0,0,7,2,Ahmedabad,86,Low,5.22,4.54
Maruti Suzuki,Swift,Performance,2022,Petrol,Manual,2,49926,23.3,1497,3,5,4,Kolkata,82,Low,3.65,3.17
Hyundai,Grand i10,Crysta,2012,Petrol,Automatic,1,167634,18.6,1497,3,7,3,Hyderabad,76,Low,1.39,1.21
Honda,City,LXI,2020,Petrol,Manual,1,80801,19.9,1497,3,7,5,Mumbai,89,Medium,6.14,5.34
Mahindra,XUV700,LXI,2012,Petrol,Automatic,1,172029,15.8,1997,4,7,5,Ahmedabad,72,Medium,4.51,3.92
Hyundai,Verna,VXI,2020,Petrol,Manual,1,68052,18.2,1197,3,5,4,Hyderabad,92,Low,4.47,3.89
Mahindra,Scorpio,LXI,2021,Petrol,Automatic,2,66305,23.1,2184,4,7,5,Pune,66,Medium,9.97,8.67
Toyota,Camry,LXI,2019,Electric,Automatic,1,74190,23.4,0,0,7,5,Delhi,91,Medium,25.48,22.16
Hyundai,Grand i10,LXI,2017,Petrol,Automatic,1,94096,20.8,998,3,7,3,Delhi,93,Low,2.55,2.22
Tesla,Model 3,ZXI,2021,Electric,Automatic,1,58523,473.5,0,0,5,4,Pune,96,Medium,52.53,45.68
Hyundai,Creta,Luxury Line,2016,Petrol,Manual,2,112996,19.9,1197,3,7,3,Mumbai,87,Low,2.78,2.42
Tata,Altroz,Legender,2020,Petrol,Automatic,3,81123,18.7,1197,3,5,4,Mumbai,66,Medium,4.37,3.8
Mercedes-Benz,GLA,Performance,2012,CNG,Automatic,2,200823,9.4,1984,4,5,5,Kolkata,78,High,10.9,9.48
Honda,WR-V,LXI,2022,Electric,Manual,1,45302,17.3,0,0,7,5,Bangalore,70,Medium,7.66,6.66
Mahindra,Thar,Sport,2017,Electric,Manual,1,108115,20.5,0,0,5,5,Pune,80,Medium,6.7,5.83
BMW,X5,Performance,2013,Diesel,Automatic,4,166407,9.7,1984,4,5,4,Pune,74,High,20.03,17.42
Honda,City,Sport,2013,Petrol,Manual,2,176453,23.9,998,3,5,4,Kolkata,92,Medium,2.54,2.21
Toyota,Glanza,Luxury Line,2017,Petrol,Automatic,1,103764,18.5,998,3,5,4,Hyderabad,71,Medium,7.29,6.34
BMW,7 Series,Performance,2016,Diesel,Automatic,1,117387,9.5,1998,4,5,4,Bangalore,69,High,51.35,44.65
Honda,City,Crysta,2018,Electric,Automatic,1,119975,18.2,0,0,5,4,Hyderabad,73,Medium,5.44,4.73
BMW,3 Series,Performance,2016,Petrol,Automatic,1,128470,12.2,2998,6,5,5,Bangalore,65,High,18.08,15.72
BMW,X5,Performance,2018,Diesel,Automatic,1,113426,9.8,2993,6,7,5,Chennai,91,High,48.82,42.45
Tesla,Model Y,VXI,2021,Electric,Automatic,1,52233,543.7,0,0,5,5,Ahmedabad,65,Medium,73.15,63.61
Tata,Punch,Performance,2022,Petrol,Automatic,1,43562,21.4,998,3,5,4,Ahmedabad,69,Medium,5.85,5.09
Tata,Harrier,Crysta,2019,Diesel,Manual,2,90161,15.4,998,3,5,5,Chennai,77,Medium,7.79,6.77
Hyundai,Tucson,Luxury Line,2023,Electric,Automatic,1,44115,23.8,0,0,5,2,Hyderabad,74,Low,6.65,5.78
BMW,3 Series,LXI,2020,Diesel,Automatic,3,74456,9.0,2998,6,5,5,Chennai,94,High,29.68,25.81
Maruti Suzuki,Ertiga,LXI,2021,Diesel,Manual,1,75903,21.7,1497,3,7,3,Hyderabad,87,Low,4.24,3.69
BMW,5 Series,Performance,2015,Petrol,Automatic,1,155965,12.4,1984,4,5,5,Kolkata,76,High,27.75,24.13
Honda,City,VXI,2021,Petrol,Automatic,1,69836,23.8,998,3,5,4,Hyderabad,68,Medium,6.23,5.42
Toyota,Innova,Performance,2015,Petrol,Manual,1,163190,20.4,2393,4,7,5,Hyderabad,87,Medium,9.2,8.0
Hyundai,Tucson,LXI,2020,CNG,Automatic,1,85203,27.6,1197,3,7,2,Hyderabad,81,Low,4.06,3.53
Mahindra,XUV700,Legender,2014,Diesel,Automatic,1,143907,20.1,1997,4,7,4,Kolkata,65,Medium,5.58,4.85
BMW,3 Series,VXI,2021,Petrol,Automatic,1,52632,9.7,1984,4,5,5,Ahmedabad,76,High,29.61,25.75
Tata,Tiago,Crysta,2014,Petrol,Manual,1,122163,16.8,1498,3,7,5,Hyderabad,87,Medium,2.09,1.82
Honda,WR-V,Performance,2021,Petrol,Manual,1,60602,18.0,998,3,7,5,Mumbai,76,Medium,6.2,5.39
BMW,3 Series,ZXI,2012,Electric,Automatic,1,175194,538.6,0,0,5,5,Pune,95,High,15.97,13.89
Mahindra,Scorpio,Performance,2015,Electric,Automatic,1,135576,15.7,0,0,7,5,Hyderabad,74,Medium,7.66,6.66
BMW,3 Series,Sport,2018,Petrol,Automatic,1,92832,11.6,2993,6,7,5,Bangalore,67,High,22.84,19.86
Mahindra,XUV300,LXI,2016,CNG,Manual,1,125467,23.6,1197,3,7,5,Hyderabad,82,Medium,4.2,3.65
Maruti Suzuki,Breza,Luxury Line,2024,Diesel,Manual,3,18739,22.7,1498,3,5,2,Pune,71,Low,4.22,3.67
Toyota,Glanza,Performance,2012,Petrol,Manual,1,200079,20.3,998,3,7,5,Delhi,92,Medium,4.22,3.67
Tesla,Model 3,VXI,2014,Electric,Automatic,1,146148,370.1,0,0,5,5,Pune,77,Medium,22.54,19.6
Tesla,Model Y,ZXI,2019,Electric,Automatic,3,81728,388.6,0,0,5,5,Pune,84,Medium,61.17,53.19
BMW,X5,Crysta,2023,Diesel,Automatic,1,39531,12.5,2998,6,7,4,Kolkata,77,High,68.99,59.99
BMW,3 Series,VXI,2013,Diesel,Automatic,1,127865,11.5,1998,4,7,5,Bangalore,98,High,19.69,17.12
Hyundai,Tucson,ZXI,2022,Electric,Automatic,2,43298,23.0,0,0,5,4,Mumbai,81,Low,6.2,5.39
BMW,X1,LXI,2024,Petrol,Automatic,1,16838,12.8,2993,6,5,4,Chennai,73,High,40.85,35.52
Audi,Q7,Performance,2012,CNG,Automatic,1,140656,12.1,1998,4,7,4,Pune,79,High,20.02,17.41
Tata,Altroz,Luxury Line,2021,Electric,Automatic,1,64035,20.1,0,0,5,5,Ahmedabad,79,Medium,6.54,5.69
BMW,X1,LXI,2014,CNG,Automatic,1,169364,12.2,1998,4,5,5,Ahmedabad,68,High,11.82,10.28
Maruti Suzuki,Dzire,VXI,2014,CNG,Automatic,1,133990,29.9,1498,3,7,2,Ahmedabad,87,Low,1.9,1.65
Mercedes-Benz,C-Class,LXI,2012,Diesel,Automatic,1,182478,12.9,1984,4,5,5,Ahmedabad,75,High,14.27,12.41
Hyundai,Alcazar,Crysta,2025,CNG,Automatic,1,5663,27.5,998,3,7,3,Chennai,74,Low,6.32,5.5
Maruti Suzuki,Baleno,Performance,2024,Diesel,Automatic,4,18057,23.2,1498,3,5,3,Kolkata,85,Low,4.71,4.1
Audi,Q7,Luxury Line,2015,Electric,Automatic,1,115484,422.0,0,0,5,5,Mumbai,92,High,40.65,35.35
Maruti Suzuki,Swift,Legender,2025,CNG,Manual,1,18892,26.9,1197,3,5,2,Hyderabad,76,Low,4.88,4.24
Mercedes-Benz,GLA,VXI,2018,Diesel,Automatic,2,96654,9.5,1998,4,7,5,Chennai,69,High,24.81,21.57
Honda,Civic,ZXI,2017,Diesel,Manual,1,91664,23.5,1498,3,5,5,Hyderabad,95,Medium,5.16,4.49
Tata,Altroz,VXI,2022,CNG,Automatic,1,35962,23.4,1498,3,7,5,Bangalore,84,Medium,6.76,5.88
Tata,Nexon,VXI,2021,Electric,Manual,1,62998,15.4,0,0,5,5,Mumbai,98,Medium,7.44,6.47
Tesla,Model Y,VXI,2024,Electric,Automatic,1,21122,527.6,0,0,5,5,Chennai,92,Medium,127.57,110.93
Honda,WR-V,LXI,2021,CNG,Manual,3,67238,23.3,1497,3,5,4,Hyderabad,70,Medium,4.39,3.82
Maruti Suzuki,Dzire,Crysta,2019,CNG,Automatic,1,92781,26.3,998,3,7,3,Bangalore,81,Low,3.29,2.86
Audi,Q5,VXI,2018,Diesel,Automatic,1,104946,9.4,2998,6,5,5,Bangalore,71,High,43.04,37.43
Mahindra,XUV300,Performance,2014,Petrol,Automatic,1,144159,21.3,998,3,7,4,Ahmedabad,77,Medium,3.85,3.35
Mahindra,XUV300,Crysta,2024,CNG,Automatic,1,18555,27.1,1498,3,5,5,Delhi,66,Medium,8.87,7.71
Tesla,Model S,LXI,2021,Electric,Automatic,1,55613,417.0,0,0,5,5,Kolkata,76,Medium,79.13,68.81
Tata,Safari,LXI,2014,Diesel,Manual,1,177033,18.9,998,3,7,5,Delhi,89,Medium,5.23,4.55
Hyundai,Alcazar,Sport,2018,Diesel,Automatic,1,105312,19.1,1498,3,7,2,Bangalore,98,Low,4.77,4.15
BMW,X5,Luxury Line,2012,CNG,Automatic,1,155593,13.2,1984,4,5,5,Mumbai,93,High,24.74,21.51
Honda,Amaze,Sport,2017,Diesel,Automatic,1,116215,15.7,1197,3,7,5,Bangalore,88,Medium,5.58,4.85
Tata,Nexon,Sport,2016,Petrol,Automatic,1,105910,18.4,1498,3,7,4,Hyderabad,72,Medium,3.6,3.13
Tata,Tiago,ZXI,2019,Petrol,Automatic,1,103212,21.9,998,3,7,5,Kolkata,92,Medium,3.5,3.04
Hyundai,Alcazar,ZXI,2013,CNG,Automatic,1,175262,28.8,1498,3,7,2,Kolkata,94,Low,2.02,1.76
Tesla,Model S,Crysta,2022,Electric,Automatic,3,50844,504.9,0,0,5,4,Ahmedabad,70,Medium,71.55,62.22
Maruti Suzuki,Swift,VXI,2015,Diesel,Automatic,1,130265,21.3,1497,3,5,3,Bangalore,82,Low,2.7,2.35
Mercedes-Benz,GLE,ZXI,2022,Electric,Automatic,2,57124,432.6,0,0,5,5,Ahmedabad,83,High,74.42,64.71
Mahindra,Thar,Sport,2017,Diesel,Manual,1,94604,20.7,2184,4,7,4,Kolkata,90,Medium,6.7,5.83
Honda,Jazz,LXI,2012,Electric,Automatic,2,195190,20.3,0,0,7,3,Delhi,73,Medium,2.63,2.29
Tesla,Model S,Crysta,2014,Electric,Automatic,2,181110,529.8,0,0,5,5,Mumbai,97,Medium,45.01,39.14
Tata,Tiago,Luxury Line,2017,CNG,Manual,1,102311,27.3,1497,3,5,5,Mumbai,95,Medium,2.71,2.36
Mahindra,XUV300,Performance,2022,Electric,Manual,2,40619,16.6,0,0,5,5,Mumbai,96,Medium,10.5,9.13
Mercedes-Benz,GLA,Luxury Line,2020,Diesel,Automatic,1,80706,13.7,1984,4,5,5,Hyderabad,92,High,39.33,34.2
Mahindra,Thar,Crysta,2018,Electric,Manual,1,91415,20.8,0,0,7,5,Mumbai,79,Medium,8.0,6.96
Honda,Civic,Crysta,2021,CNG,Manual,2,59743,30.2,998,3,7,3,Kolkata,81,Medium,4.84,4.21
Tata,Harrier,ZXI,2019,Diesel,Manual,1,68726,20.7,1197,3,5,4,Pune,78,Medium,8.42,7.32
Toyota,Innova,Sport,2020,Electric,Manual,1,87387,22.1,0,0,7,5,Ahmedabad,69,Medium,14.41,12.53
Hyundai,Alcazar,ZXI,2016,Diesel,Manual,2,144611,21.6,1498,3,7,2,Hyderabad,68,Low,2.4,2.09
Honda,WR-V,ZXI,2025,Diesel,Manual,1,10101,19.4,1498,3,5,5,Pune,73,Medium,8.97,7.8
Maruti Suzuki,Breza,Performance,2019,Electric,Manual,2,86411,16.0,0,0,7,3,Delhi,65,Low,2.82,2.45
Mercedes-Benz,C-Class,LXI,2021,CNG,Automatic,1,49534,13.9,2998,6,5,4,Delhi,78,High,32.06,27.88
BMW,X1,Luxury Line,2019,Electric,Automatic,3,97055,410.6,0,0,5,5,Chennai,81,High,25.61,22.27
Tesla,Model 3,Luxury Line,2025,Electric,Automatic,2,6093,493.2,0,0,5,5,Bangalore,74,Medium,67.98,59.11
Honda,WR-V,LXI,2017,CNG,Automatic,1,93345,25.6,998,3,7,5,Chennai,66,Medium,3.75,3.26
Honda,City,Sport,2014,CNG,Automatic,1,125170,25.5,998,3,7,4,Pune,88,Medium,3.24,2.82
Audi,A6,Sport,2024,Diesel,Automatic,1,21515,11.6,2993,6,7,4,Delhi,67,High,70.01,60.88
Maruti Suzuki,Baleno,Sport,2022,Diesel,Manual,1,54917,19.9,998,3,5,4,Chennai,90,Low,4.75,4.13
Hyundai,Grand i10,LXI,2017,Electric,Automatic,1,106512,21.0,0,0,7,3,Kolkata,92,Low,2.75,2.39
Tesla,Model S,LXI,2020,Electric,Automatic,1,76261,353.5,0,0,5,5,Hyderabad,67,Medium,71.29,61.99
Maruti Suzuki,Baleno,VXI,2016,Diesel,Automatic,1,123011,18.7,1497,3,5,3,Bangalore,98,Low,3.33,2.9
Tesla,Model 3,Crysta,2023,Electric,Automatic,1,43047,394.1,0,0,5,5,Mumbai,90,Medium,65.65,57.09
Mahindra,Thar,Performance,2024,Petrol,Manual,3,27045,17.6,1997,4,5,4,Hyderabad,79,Medium,10.43,9.07
Tesla,Model Y,Luxury Line,2020,Electric,Automatic,1,94128,546.2,0,0,5,5,Ahmedabad,87,Medium,76.18,66.24
Audi,A6,Legender,2025,Electric,Automatic,2,10352,458.7,0,0,5,5,Pune,84,High,86.88,75.55
Hyundai,Verna,LXI,2012,CNG,Automatic,1,137144,27.1,1498,3,5,2,Delhi,89,Low,1.98,1.72
Mercedes-Benz,E-Class,Legender,2022,Diesel,Automatic,1,45516,12.6,2993,6,7,5,Delhi,87,High,81.1,70.52
Hyundai,Tucson,ZXI,2025,CNG,Automatic,3,12939,23.2,1197,3,7,2,Delhi,66,Low,4.93,4.29
Maruti Suzuki,Ertiga,VXI,2015,CNG,Manual,1,149043,25.2,1498,3,7,3,Pune,97,Low,1.98,1.72
Audi,Q7,Legender,2017,Electric,Automatic,1,107648,458.6,0,0,5,5,Mumbai,98,High,50.65,44.04
Toyota,Fortuner,Legender,2022,Diesel,Automatic,2,44934,24.0,2694,6,7,4,Kolkata,71,Medium,24.36,21.18
BMW,5 Series,Legender,2017,Electric,Automatic,1,119874,432.9,0,0,7,4,Mumbai,75,High,44.0,38.26
Tata,Tiago,Legender,2018,CNG,Manual,1,116150,23.1,1197,3,5,4,Hyderabad,76,Medium,2.44,2.12
Tesla,Model Y,VXI,2021,Electric,Automatic,1,73443,443.8,0,0,5,5,Pune,92,Medium,90.15,78.39
Audi,Q5,LXI,2016,Electric,Automatic,1,143613,476.2,0,0,5,5,Mumbai,79,High,38.49,33.47
BMW,7 Series,Crysta,2013,Electric,Automatic,1,131168,541.1,0,0,7,4,Chennai,71,High,39.7,34.52
Mercedes-Benz,E-Class,LXI,2018,Petrol,Automatic,1,89992,12.1,2998,6,5,4,Ahmedabad,79,High,46.28,40.24
BMW,3 Series,LXI,2018,Electric,Automatic,1,117498,405.4,0,0,7,5,Kolkata,80,High,24.84,21.6
Toyota,Innova,Crysta,2014,Electric,Manual,2,119953,20.3,0,0,7,4,Bangalore,95,Medium,10.71,9.31
Hyundai,i20,Crysta,2021,Petrol,Manual,2,65736,22.8,1197,3,5,3,Ahmedabad,90,Low,4.16,3.62
BMW,X1,ZXI,2015,Electric,Automatic,1,138691,357.7,0,0,5,5,Delhi,95,High,21.88,19.03
Mahindra,XUV300,LXI,2016,Diesel,Automatic,2,108648,15.3,998,3,5,5,Delhi,65,Medium,4.47,3.89
Mercedes-Benz,E-Class,Performance,2014,Diesel,Automatic,1,170212,14.9,1998,4,7,4,Bangalore,84,High,37.4,32.52
Mahindra,Bolero,Legender,2014,CNG,Manual,1,134482,29.9,1497,3,7,5,Ahmedabad,71,Medium,2.99,2.6
Tata,Tiago,VXI,2024,Diesel,Manual,1,27805,15.9,1498,3,5,5,Delhi,91,Medium,5.84,5.08
Maruti Suzuki,Breza,Crysta,2021,Petrol,Manual,2,59265,17.0,998,3,5,3,Delhi,91,Low,3.69,3.21
Audi,Q5,Legender,2017,Petrol,Automatic,1,103523,14.4,2998,6,7,5,Bangalore,65,High,34.88,30.33
Tesla,Model 3,VXI,2019,Electric,Automatic,1,89232,518.6,0,0,7,5,Delhi,87,Medium,40.43,35.16
Hyundai,Verna,Legender,2016,CNG,Manual,1,151195,25.2,1497,3,5,2,Pune,73,Low,2.12,1.84
Tata,Harrier,ZXI,2022,Diesel,Manual,3,50340,17.6,998,3,7,4,Kolkata,76,Medium,9.08,7.9
Mercedes-Benz,E-Class,LXI,2018,Petrol,Automatic,1,112092,13.5,2993,6,5,5,Delhi,98,High,53.29,46.34
Mahindra,Thar,VXI,2023,Diesel,Automatic,1,38152,18.7,2184,4,5,5,Bangalore,72,Medium,13.18,11.46
Maruti Suzuki,Swift,Luxury Line,2023,Petrol,Manual,1,47555,20.9,1197,3,5,2,Ahmedabad,74,Low,4.05,3.52
Tata,Nexon,Crysta,2021,Petrol,Automatic,1,77208,15.6,998,3,7,4,Ahmedabad,69,Medium,5.15,4.48
Tesla,Model S,VXI,2019,Electric,Automatic,2,78512,410.6,0,0,5,5,Mumbai,70,Medium,64.24,55.86
Maruti Suzuki,Breza,VXI,2024,Electric,Manual,1,24720,19.5,0,0,7,4,Hyderabad,89,Low,6.29,5.47
Honda,Civic,VXI,2021,Petrol,Automatic,1,55481,20.8,1498,3,5,5,Kolkata,96,Medium,7.27,6.32
Tata,Punch,LXI,2019,Electric,Manual,1,92658,15.7,0,0,5,5,Delhi,65,Medium,4.37,3.8
Mahindra,XUV300,LXI,2020,Electric,Manual,2,65595,18.4,0,0,5,4,Bangalore,73,Medium,7.36,6.4
Hyundai,Grand i10,Performance,2016,Electric,Manual,1,107199,21.0,0,0,5,2,Delhi,81,Low,2.17,1.89
Mercedes-Benz,GLE,Luxury Line,2021,Electric,Automatic,2,65793,539.9,0,0,7,5,Delhi,97,High,77.35,67.26
Toyota,Fortuner,Crysta,2015,Petrol,Automatic,2,112767,16.7,2694,6,7,5,Pune,67,Medium,11.47,9.97
Mercedes-Benz,GLA,Performance,2017,Diesel,Automatic,1,127882,13.7,1984,4,7,4,Kolkata,68,High,21.9,19.04
Mahindra,Scorpio,Crysta,2016,CNG,Automatic,1,139880,28.6,1997,4,7,5,Hyderabad,89,Medium,7.28,6.33
Mahindra,Thar,Performance,2022,Diesel,Manual,1,48335,15.7,2184,4,7,5,Hyderabad,70,Medium,10.02,8.71
Toyota,Corolla Altis,Sport,2019,Diesel,Manual,1,95812,22.4,1197,3,7,4,Ahmedabad,97,Medium,9.54,8.3
BMW,7 Series,ZXI,2015,Petrol,Automatic,1,140719,14.1,2993,6,5,4,Kolkata,84,High,41.97,36.5
BMW,7 Series,ZXI,2014,Diesel,Automatic,3,149381,13.7,2993,6,7,4,Mumbai,71,High,35.64,30.99
Mercedes-Benz,GLA,Luxury Line,2014,Electric,Automatic,3,157692,486.9,0,0,5,5,Ahmedabad,82,High,16.95,14.74
Toyota,Fortuner,Luxury Line,2022,Electric,Automatic,1,37732,15.3,0,0,7,5,Hyderabad,67,Medium,29.5,25.65
Mahindra,XUV700,Performance,2016,Electric,Automatic,2,124950,17.8,0,0,7,5,Ahmedabad,93,Medium,8.46,7.36
Tata,Harrier,ZXI,2025,Diesel,Automatic,1,15051,16.7,1197,3,5,5,Kolkata,71,Medium,15.23,13.24
Audi,Q7,ZXI,2021,Petrol,Automatic,2,64255,14.8,1984,4,7,5,Kolkata,86,High,49.76,43.27
Maruti Suzuki,Ertiga,VXI,2020,Diesel,Automatic,1,79816,20.1,1498,3,7,2,Ahmedabad,82,Low,3.9,3.39
Mercedes-Benz,S-Class,Sport,2019,CNG,Automatic,1,95288,12.3,1998,4,7,4,Pune,77,High,62.72,54.54
Tesla,Model S,Sport,2017,Electric,Automatic,1,97853,488.9,0,0,5,5,Chennai,93,Medium,64.91,56.44
Mahindra,Scorpio,Performance,2016,Electric,Automatic,1,101050,18.1,0,0,7,5,Bangalore,70,Medium,8.87,7.71
Maruti Suzuki,Ertiga,Crysta,2021,Electric,Automatic,1,71627,21.6,0,0,7,4,Bangalore,69,Low,4.62,4.02
Toyota,Innova,Performance,2024,CNG,Automatic,1,30653,24.5,2694,6,7,4,Ahmedabad,91,Medium,22.56,19.62
BMW,X5,Performance,2014,Petrol,Automatic,1,135279,14.5,2993,6,7,4,Mumbai,69,High,27.71,24.1
Mahindra,Scorpio,ZXI,2019,CNG,Automatic,1,104030,23.5,2184,4,7,5,Chennai,85,Medium,9.35,8.13
Hyundai,Creta,LXI,2019,CNG,Automatic,1,88777,26.9,998,3,7,2,Bangalore,66,Low,3.45,3.0
Maruti Suzuki,Dzire,Legender,2018,CNG,Manual,1,78761,29.4,1197,3,7,3,Delhi,79,Low,2.48,2.16
Toyota,Fortuner,ZXI,2018,Electric,Automatic,1,91353,21.6,0,0,7,5,Bangalore,71,Medium,21.4,18.61
Honda,Jazz,Luxury Line,2020,Petrol,Manual,1,84589,21.8,1497,3,5,5,Hyderabad,78,Medium,5.45,4.74
Mahindra,XUV700,VXI,2015,Petrol,Automatic,1,162499,17.2,1997,4,7,5,Bangalore,74,Medium,6.72,5.84
